PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
-1;2564;2564;1;60;1;0;0;33;33;0;0.00;1;1.000;100
-1;1095;1095;1;60;1;0;0;34;32;2;2.00;0;.941;80
179169;209;209;2;85;1;0;0;23;18;5;3.52;0;.783;38
-1;625;625;2;125;1;0;1;54;50;4;1.92;0;.926;73
-1;648;648;5;272;3;2;0;121;108;13;2.86;0;.893;59
179197;198;198;1;59;0;1;0;28;26;2;2.01;0;.929;68
-1;203;203;2;80;0;0;1;28;25;3;2.24;0;.893;57
-1;1371;1371;1;65;1;0;0;31;28;3;2.77;0;.903;69
-1;221;221;2;120;1;1;0;64;55;9;4.46;0;.859;46
-1;4840;4840;5;304;1;3;1;192;173;19;3.75;0;.901;67
-1;227;227;3;171;0;2;1;116;101;15;5.25;0;.871;58
-1;210;210;2;120;2;0;0;56;51;5;2.50;0;.911;74
-1;413;413;1;58;0;1;0;36;32;4;4.09;0;.889;72
189885;225;225;3;184;1;1;1;95;87;8;2.61;0;.916;67
-1;165;165;1;18;1;0;0;20;19;1;3.23;0;.950;71
201075;736;736;4;239;3;1;0;148;139;9;2.26;0;.939;86
174325;197;197;3;132;1;1;0;92;82;10;4.51;0;.891;62
-1;441;441;3;179;0;3;0;102;96;6;2.00;0;.941;79
-1;189;189;3;178;1;2;0;115;106;9;3.02;0;.922;74
-1;51;51;1;7;0;0;0;3;3;0;0.00;0;1.000;53
174334;1813;1813;4;248;3;0;1;99;92;7;1.69;0;.929;71
189902;204;204;2;118;1;1;0;80;72;8;4.07;0;.900;72
26308;551;551;3;179;1;2;0;66;62;4;1.34;0;.939;71
26336;829;829;4;202;0;3;1;109;95;14;4.16;0;.872;57
-1;635;635;4;240;2;2;0;116;100;16;4.00;0;.862;54
-1;1825;1825;3;180;2;1;0;108;97;11;3.67;0;.898;65
174386;428;428;3;180;2;1;0;87;80;7;2.33;0;.920;71
174407;571;571;1;60;1;0;0;19;17;2;2.00;0;.895;62
174420;439;439;1;70;1;0;0;18;16;2;1.71;0;.889;63
189944;144;144;5;298;3;2;0;149;136;13;2.61;1;.913;70
184610;222;222;2;110;0;1;0;54;47;7;3.81;0;.870;55
201174;798;798;3;179;1;2;0;92;82;10;3.34;0;.891;65
179344;3;3;3;178;1;2;0;79;69;10;3.37;0;.873;57
174806;1825;1825;4;239;1;3;0;158;143;15;3.76;0;.905;66
184648;196;196;2;120;2;0;0;52;48;4;2.00;0;.923;68
174894;762;762;4;240;3;1;0;126;113;13;3.25;0;.897;64
174898;2591;2591;3;179;2;1;0;89;83;6;2.01;0;.933;73
27517;1423;1423;3;98;0;1;0;80;75;5;3.05;0;.938;69
175084;22;22;4;238;2;2;0;95;86;9;2.26;0;.905;60
175092;9;9;3;179;0;3;0;119;107;12;4.01;0;.899;67
179388;182;182;1;59;0;1;0;34;31;3;3.04;0;.912;61
179400;183;183;1;59;0;1;0;40;36;4;4.07;0;.900;75
179406;232;232;4;209;3;0;0;105;95;10;2.87;0;.905;67
179411;4922;4922;1;60;1;0;0;37;34;3;3.00;0;.919;82
